Judul Berita,Link Berita,Link Gambar,themes,recommendation
Pendaftaran CPNS 2023 Dibuka: Ini Link Formasi-Jadwal Terbaru,https://www.cnbcindonesia.com/tech/20230920072754-37-473909/pendaftaran-cpns-2023-dibuka-ini-link-formasi-jadwal-terbaru,https://awsimages.detik.net.id/visual/2023/08/29/lengkap-formasi-syarat-cara-daftar-cpns-pppk-2023-1_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Usai Tolak Tawaran P3K, Honorer K2 Klaten Bawa Bukti Baru ke Pemkab",https://www.detik.com/jateng/berita/d-6852761/usai-tolak-tawaran-p3k-honorer-k2-klaten-bawa-bukti-baru-ke-pemkab,https://akcdn.detik.net.id/community/media/visual/2023/08/01/honorer-k2-klaten-mendatangi-kantor-bkpsdm-pemkab-klaten-selasa-182023_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"10 Sekolah Kedinasan Favorit Bisa Langsung Jadi CPNS, Apa Saja?",https://www.detik.com/edu/perguruan-tinggi/d-5854053/10-sekolah-kedinasan-favorit-bisa-langsung-jadi-cpns-apa-saja,https://akcdn.detik.net.id/community/media/visual/2021/04/06/logo-stan_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Pendaftaran Sekolah Kedinasan 2024: Jadwal, Persyaratan, hingga Tata Caranya",https://www.detik.com/sulsel/berita/d-7350305/pendaftaran-sekolah-kedinasan-2024-jadwal-persyaratan-hingga-tata-caranya,https://akcdn.detik.net.id/community/media/visual/2024/05/14/pendaftaran-sekolah-kedinasan-2024_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Sekolah Kedinasan Ini Bisa Dilamar Siswa Jurusan IPS,https://www.detik.com/edu/seleksi-masuk-pt/d-7237677/sekolah-kedinasan-ini-bisa-dilamar-siswa-jurusan-ips,https://akcdn.detik.net.id/community/media/visual/2022/03/26/pendaftaran-sekolah-kedinasan-2022_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Sekolah Kedinasan Dibuka, Lulus Bakal Langsung Jadi CPNS",https://www.cnbcindonesia.com/news/20230531123435-4-442142/sekolah-kedinasan-dibuka-lulus-bakal-langsung-jadi-cpns,https://awsimages.detik.net.id/visual/2021/10/21/skd-cpns-kemenkumham-jatim-bernuansa-squid-game-dok-kemenkumham-jatim-6_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Cara Daftar CPNS 2023 yang Dibuka Hari Ini, Bisa Cek Gaji kalau Lolos",https://finance.detik.com/cpns/d-6940564/cara-daftar-cpns-2023-yang-dibuka-hari-ini-bisa-cek-gaji-kalau-lolos,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Farhat Abbas Singgung Nia Daniaty Minta Maaf soal Kasus Olivia Nathania,https://hot.detik.com/celeb/d-5814239/farhat-abbas-singgung-nia-daniaty-minta-maaf-soal-kasus-olivia-nathania,https://akcdn.detik.net.id/community/media/visual/2019/08/07/3e707245-0fb9-429d-8436-4c10454bc629_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Cek Pengumuman Akhir CPNS 2021 Kominfo hingga Kementan di Sini!,https://finance.detik.com/cpns/d-5873936/cek-pengumuman-akhir-cpns-2021-kominfo-hingga-kementan-di-sini,https://akcdn.detik.net.id/community/media/visual/2021/11/19/cpns-kemenkumham_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
CASN 2023: Loker CPNS di 7 Instansi Ini Tak Syaratkan TOEFL,https://www.cnbcindonesia.com/news/20230925093410-4-475196/casn-2023-loker-cpns-di-7-instansi-ini-tak-syaratkan-toefl,https://awsimages.detik.net.id/visual/2023/09/25/seorang-pria-mencoba-untuk-masuk-ke-situs-sscasn-2023_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"UPDATE Formasi CPNS-PPPK IKN, Kemenag, Kemenhub, Kemenkes, Kemendikbud, dan Bawaslu 2024",http://www.kompas.com/tren/read/2024/04/19/160000265/update-formasi-cpns-pppk-ikn-kemenag-kemenhub-kemenkes-kemendikbud-dan,https://asset.kompas.com/crops/TP3MGdB0cYIafLT-bYz-tq3WrgE=/83x0:926x562/490x326/data/photo/2023/09/11/64fe8285acaaa.jpg,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Cek Nih! Ada Jalur Khusus Atlet dan Lulusan SMA di BIN,https://www.cnbcindonesia.com/news/20230925061445-4-475128/cek-nih-ada-jalur-khusus-atlet-dan-lulusan-sma-di-bin,https://awsimages.detik.net.id/visual/2022/02/14/logo-badan-intelijen-negara-istbin_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Cara Daftar CPNS 2023 yang Dibuka Hari Ini, Bisa Cek Gaji kalau Lolos",https://finance.detik.com/cpns/d-6940564/cara-daftar-cpns-2023-yang-dibuka-hari-ini-bisa-cek-gaji-kalau-lolos,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Menteri PAN-RB: Reformulasi PPPK Teknis Bantu Nasib Honorer,https://www.cnbcindonesia.com/news/20230804153530-4-460305/menteri-pan-rb-reformulasi-pppk-teknis-bantu-nasib-honorer,https://awsimages.detik.net.id/visual/2023/05/17/menpan-rb-abdullah-azwar-anas-tangkapan-layar-youtube-4_43.png?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Selamat! 1.361 Orang Lulus Tes CPNS Kemenag,https://www.cnbcindonesia.com/news/20211228113642-4-302612/selamat-1361-orang-lulus-tes-cpns-kemenag,https://awsimages.detik.net.id/visual/2020/01/27/d015bd7b-267d-40db-9d61-5f7068243d3f_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Sempat Pingsan, Peserta Seleksi CPNS Kemenag Sulsel Keukeuh Ikut Ujian",http://regional.kompas.com/read/2020/03/06/22534101/sempat-pingsan-peserta-seleksi-cpns-kemenag-sulsel-keukeuh-ikut-ujian,https://asset.kompas.com/crops/Vxo-rct2Mw8GQrl6nm57l_JKH6M=/0x0:0x0/230x153/data/photo/2020/03/06/5e625b213cc16.jpg,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Update SKB CPNS Kemenag: Peserta Diminta Unggah Sejumlah Dokumen Ini,http://www.kompas.com/tren/read/2020/08/24/175159365/update-skb-cpns-kemenag-peserta-diminta-unggah-sejumlah-dokumen-ini,https://asset.kompas.com/crops/4DSBKDrYGRAVZpATJsG2X9nyAlg=/206x0:1383x784/230x153/data/photo/2020/08/24/5f4396711beaa.png,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Hasil SKD CPNS Kemenag Diumumkan, Simak Informasi Lengkapnya",http://www.kompas.com/tren/read/2020/03/24/090004965/hasil-skd-cpns-kemenag-diumumkan-simak-informasi-lengkapnya,https://asset.kompas.com/crops/GWIPRERkaE5NUS4LZAEKgXB4EmE=/0x2:702x470/230x153/data/photo/2020/03/24/5e79602f154cd.png,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Dibuka Ribuan Lowongan Kerja Buat Jadi Penghulu, Siapa Berminat?",https://www.cnbcindonesia.com/news/20240402075624-4-527336/dibuka-ribuan-lowongan-kerja-buat-jadi-penghulu-siapa-berminat,https://awsimages.detik.net.id/visual/2021/02/10/infografissyukurlahada-13-juta-lowongan-cpns-di-2021aristya-rahadian_43.png?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Rekor Terbesar dalam Sejarah! Kemenag Buka 110.553 Lowongan CPNS dan PPPK,https://finance.detik.com/cpns/d-7272602/rekor-terbesar-dalam-sejarah-kemenag-buka-110-553-lowongan-cpns-dan-pppk,https://akcdn.detik.net.id/community/media/visual/2022/01/20/pemerintah-kota-cimahi-tidak-akan-menerima-calon-pegawai-negeri-sipil-pada-tahun-2022_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
CASN 2024: Kemenag Buka Lowongan 110.553 Formasi CPNS & PPPK,https://www.cnbcindonesia.com/news/20240401214303-4-527276/casn-2024-kemenag-buka-lowongan-110553-formasi-cpns-pppk,https://awsimages.detik.net.id/visual/2020/04/23/e1cd926c-3c64-4889-9231-c39bc9be2716_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Formasi Penerimaan PPPK di Kemenag Tahun 2023 Ditetapkan Jadi 38.287,https://finance.detik.com/berita-ekonomi-bisnis/d-6858705/formasi-penerimaan-pppk-di-kemenag-tahun-2023-ditetapkan-jadi-38-287,https://akcdn.detik.net.id/community/media/visual/2023/08/04/menag-dan-menpan-rb_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Kapan Seleksi CPNS 2024 Dibuka? Ini Bocoran dari BKN,https://finance.detik.com/cpns/d-7303416/kapan-seleksi-cpns-2024-dibuka-ini-bocoran-dari-bkn,https://akcdn.detik.net.id/community/media/visual/2022/01/20/pemerintah-kota-cimahi-tidak-akan-menerima-calon-pegawai-negeri-sipil-pada-tahun-2022_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Nih Daftar Formasi CPNS & PPPK di Kementerian, Kemenag Buka Paling Banyak!",https://finance.detik.com/cpns/d-7302820/nih-daftar-formasi-cpns-pppk-di-kementerian-kemenag-buka-paling-banyak,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Kemenag Buka 4 Ribu Formasi CPNS 2023, Ini Syarat dan Jadwalnya",https://finance.detik.com/cpns/d-6934480/kemenag-buka-4-ribu-formasi-cpns-2023-ini-syarat-dan-jadwalnya,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Terbaru! Formasi CPNS & PPPK 2024 di 7 Kementerian,https://www.cnbcindonesia.com/news/20240425060824-4-533212/terbaru-formasi-cpns-pppk-2024-di-7-kementerian,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Selamat! Warga Kalimantan Timur Dapat Jatah PNS di IKN,https://www.cnbcindonesia.com/news/20240418143510-4-531371/selamat-warga-kalimantan-timur-dapat-jatah-pns-di-ikn,https://awsimages.detik.net.id/visual/2023/11/14/pns-ingat-3-bulan-kinerja-buruk-bisa-langsung-dimutasi_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Kemenag Buka 1.361 Formasi CPNS, Ini Informasi Lengkapnya!",https://www.cnbcindonesia.com/news/20210707093647-4-258891/kemenag-buka-1361-formasi-cpns-ini-informasi-lengkapnya,https://awsimages.detik.net.id/visual/2020/04/23/e1cd926c-3c64-4889-9231-c39bc9be2716_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Terbaru! 24 Instansi & 12 Pemda Buka Lowongan CASN Hari Ini,https://www.cnbcindonesia.com/news/20230920100548-4-473960/terbaru-24-instansi-12-pemda-buka-lowongan-casn-hari-ini,https://awsimages.detik.net.id/visual/2021/03/08/cover-topik-test-cpnsdalam_43.png?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Link Jadwal dan Lokasi Tes SKD CPNS 2019 Kemenag di 34 Provinsi,http://www.kompas.com/tren/read/2020/02/27/063000065/link-jadwal-dan-lokasi-tes-skd-cpns-2019-kemenag-di-34-provinsi,https://asset.kompas.com/crops/WBC8MNZS2Wzq5qMa5TBfQf0qEzs=/2x0:602x400/230x153/data/photo/2019/02/19/4129366184.jpg,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Resmi, Ini Formasi CPNS-PPPK Kemenag, Kemendikbud Ristek, dan Kemenkes 2024",http://www.kompas.com/tren/read/2024/04/02/113000965/resmi-ini-formasi-cpns-pppk-kemenag-kemendikbud-ristek-dan-kemenkes-2024,https://asset.kompas.com/crops/QNQVYZX3LVHck_fzFemsIHctQQ0=/45x0:1392x898/230x153/data/photo/2024/02/13/65cb56dbaddcc.jpg,kemenag,"['Agama', 'Kemenag', 'CPNS']"
CASN Kemenag 2023: Syarat Khusus Hafal Al-Quran 30 Juz,https://www.cnbcindonesia.com/news/20230925062125-4-475130/casn-kemenag-2023-syarat-khusus-hafal-al-quran-30-juz,https://awsimages.detik.net.id/visual/2020/04/23/e1cd926c-3c64-4889-9231-c39bc9be2716_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Kemenag Buka 110.553 Formasi CPNS & PPPK, buat Posisi Apa Saja?",https://finance.detik.com/cpns/d-7302881/kemenag-buka-110-553-formasi-cpns-pppk-buat-posisi-apa-saja,https://akcdn.detik.net.id/community/media/visual/2023/02/23/ilustrasi-pns-1_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"7 Lembaga Ini Buka Formasi Jumbo CPNS, Cek Cara Daftarnya",https://www.cnbcindonesia.com/news/20240513092412-4-537502/7-lembaga-ini-buka-formasi-jumbo-cpns-cek-cara-daftarnya,https://awsimages.detik.net.id/visual/2024/04/02/menteri-panrb-abdullah-azwar-anas-menghimbau-untuk-semua-asn-tidak-menggunakan-kendaraan-dinas-untuk-mudik_43.png?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Formasi Lengkap 1 Juta Lowongan ASN yang Dibuka Tahun Ini,https://finance.detik.com/cpns/d-6156491/formasi-lengkap-1-juta-lowongan-asn-yang-dibuka-tahun-ini,https://akcdn.detik.net.id/community/media/visual/2020/09/22/tes-cpns-di-surabaya_43.jpeg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Siap-siap! Seleksi Petugas Haji 2023 Gunakan Sistem Tes CPNS,https://www.cnbcindonesia.com/news/20230126070541-4-408292/siap-siap-seleksi-petugas-haji-2023-gunakan-sistem-tes-cpns,https://awsimages.detik.net.id/visual/2022/07/02/ibadah-haji-mengelilingi-kabah-dan-berdoa-di-masjidil-haram-di-kota-suci-mekkah-arab-saudi-9_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Catat! Ini Syarat, Jadwal, Formasi dan Link Pendaftaran CPNS 2024",https://www.cnbcindonesia.com/tech/20240504173155-37-535759/catat-ini-syarat-jadwal-formasi-dan-link-pendaftaran-cpns-2024,https://awsimages.detik.net.id/visual/2023/08/29/lengkap-formasi-syarat-cara-daftar-cpns-pppk-2023-1_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
Ini Link Daftar CPNS 2024: Jadwal-Formasi & Syaratnya,https://www.cnbcindonesia.com/tech/20240523070919-37-540701/ini-link-daftar-cpns-2024-jadwal-formasi-syaratnya,https://awsimages.detik.net.id/visual/2023/09/19/cpns-2023_43.png?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Link Pendaftaran CPNS, Formasi, Syarat, dan Jadwalnya",https://www.cnbcindonesia.com/tech/20240518081848-37-539227/link-pendaftaran-cpns-formasi-syarat-dan-jadwalnya,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,kemenag,"['Agama', 'Kemenag', 'CPNS']"
"Bismillah, Kemenag Buka 49.549 Lowongan PPPK",https://finance.detik.com/cpns/d-6476731/bismillah-kemenag-buka-49-549-lowongan-pppk,https://akcdn.detik.net.id/community/media/visual/2017/05/25/6d9f5b05-3063-47e2-9710-389798df7245_43.jpg?w=250&q=,kemenag,"['Agama', 'Kemenag', 'CPNS']"
